"Points","200m","300m","400m","500m","4x200m","4x400m"
"615","29.79","48.46","1:08.32","1:30.59","2:05.71","4:44.80"
"614","29.80","48.48","1:08.35","1:30.64","2:05.78","4:44.97"
"613","29.82","48.51","1:08.39","1:30.69","2:05.85","4:45.13"
"612","29.83","48.53","1:08.43","1:30.74","2:05.92","4:45.29"
"611","29.85","48.56","1:08.46","1:30.79","2:05.99","4:45.45"
"610","29.86","48.58","1:08.50","1:30.84","2:06.06","4:45.61"
"609","29.88","48.61","1:08.53","1:30.89","2:06.13","4:45.78"
"608","29.89","48.63","1:08.57","1:30.94","2:06.20","4:45.94"
"607","29.91","48.66","1:08.60","1:30.99","2:06.27","4:46.10"
"606","29.92","48.68","1:08.64","1:31.03","2:06.34","4:46.27"
"605","29.93","48.71","1:08.68","1:31.08","2:06.41","4:46.43"
"604","29.95","48.73","1:08.71","1:31.13","2:06.48","4:46.59"
"603","29.96","48.76","1:08.75","1:31.18","2:06.55","4:46.76"
"602","29.98","48.78","1:08.78","1:31.23","2:06.62","4:46.92"
"601","29.99","48.81","1:08.82","1:31.28","2:06.70","4:47.08"
"600","30.01","48.83","1:08.86","1:31.33","2:06.77","4:47.25"
"599","30.02","48.86","1:08.89","1:31.38","2:06.84","4:47.41"
"598","30.04","48.88","1:08.93","1:31.43","2:06.91","4:47.58"
"597","30.05","48.91","1:08.96","1:31.48","2:06.98","4:47.74"
"596","30.07","48.93","1:09.00","1:31.53","2:07.05","4:47.90"
"595","30.08","48.96","1:09.04","1:31.58","2:07.12","4:48.07"
"594","30.10","48.98","1:09.07","1:31.63","2:07.19","4:48.23"
"593","30.11","49.01","1:09.11","1:31.68","2:07.26","4:48.40"
"592","30.12","49.03","1:09.14","1:31.73","2:07.34","4:48.56"
"591","30.14","49.06","1:09.18","1:31.77","2:07.41","4:48.73"
"590","30.15","49.08","1:09.22","1:31.82","2:07.48","4:48.89"
"589","30.17","49.11","1:09.25","1:31.87","2:07.55","4:49.06"
"588","30.18","49.14","1:09.29","1:31.92","2:07.62","4:49.22"
"587","30.20","49.16","1:09.33","1:31.97","2:07.69","4:49.39"
"586","30.21","49.19","1:09.36","1:32.02","2:07.77","4:49.56"
"585","30.23","49.21","1:09.40","1:32.07","2:07.84","4:49.72"
"584","30.24","49.24","1:09.43","1:32.12","2:07.91","4:49.89"
"583","30.26","49.26","1:09.47","1:32.17","2:07.98","4:50.05"
"582","30.27","49.29","1:09.51","1:32.22","2:08.05","4:50.22"
"581","30.29","49.31","1:09.54","1:32.27","2:08.13","4:50.39"
"580","30.30","49.34","1:09.58","1:32.32","2:08.20","4:50.55"
"579","30.32","49.36","1:09.62","1:32.37","2:08.27","4:50.72"
"578","30.33","49.39","1:09.65","1:32.42","2:08.34","4:50.89"
"577","30.35","49.42","1:09.69","1:32.47","2:08.42","4:51.06"
"576","30.36","49.44","1:09.73","1:32.52","2:08.49","4:51.22"
"575","30.38","49.47","1:09.76","1:32.58","2:08.56","4:51.39"
"574","30.39","49.49","1:09.80","1:32.63","2:08.63","4:51.56"
"573","30.41","49.52","1:09.84","1:32.68","2:08.71","4:51.73"
"572","30.42","49.54","1:09.87","1:32.73","2:08.78","4:51.89"
"571","30.44","49.57","1:09.91","1:32.78","2:08.85","4:52.06"
"570","30.45","49.60","1:09.95","1:32.83","2:08.92","4:52.23"
"569","30.47","49.62","1:09.98","1:32.88","2:09.00","4:52.40"
"568","30.48","49.65","1:10.02","1:32.93","2:09.07","4:52.57"
"567","30.50","49.67","1:10.06","1:32.98","2:09.14","4:52.73"
"566","30.51","49.70","1:10.10","1:33.03","2:09.22","4:52.90"
"565","30.53","49.73","1:10.13","1:33.08","2:09.29","4:53.07"
"564","30.54","49.75","1:10.17","1:33.13","2:09.36","4:53.24"
"563","30.56","49.78","1:10.21","1:33.18","2:09.44","4:53.41"
"562","30.57","49.80","1:10.24","1:33.23","2:09.51","4:53.58"
"561","30.59","49.83","1:10.28","1:33.28","2:09.58","4:53.75"
"560","30.60","49.86","1:10.32","1:33.34","2:09.66","4:53.92"
"559","30.62","49.88","1:10.36","1:33.39","2:09.73","4:54.09"
"558","30.63","49.91","1:10.39","1:33.44","2:09.80","4:54.26"
"557","30.65","49.93","1:10.43","1:33.49","2:09.88","4:54.43"
"556","30.66","49.96","1:10.47","1:33.54","2:09.95","4:54.60"
"555","30.68","49.99","1:10.50","1:33.59","2:10.02","4:54.77"
"554","30.69","50.01","1:10.54","1:33.64","2:10.10","4:54.94"
"553","30.71","50.04","1:10.58","1:33.69","2:10.17","4:55.11"
"552","30.72","50.06","1:10.62","1:33.75","2:10.25","4:55.28"
"551","30.74","50.09","1:10.65","1:33.80","2:10.32","4:55.45"
"550","30.75","50.12","1:10.69","1:33.85","2:10.39","4:55.62"
"549","30.77","50.14","1:10.73","1:33.90","2:10.47","4:55.79"
"548","30.78","50.17","1:10.77","1:33.95","2:10.54","4:55.97"
"547","30.80","50.20","1:10.80","1:34.00","2:10.62","4:56.14"
"546","30.81","50.22","1:10.84","1:34.05","2:10.69","4:56.31"
"545","30.83","50.25","1:10.88","1:34.11","2:10.77","4:56.48"
"544","30.84","50.27","1:10.92","1:34.16","2:10.84","4:56.65"
"543","30.86","50.30","1:10.96","1:34.21","2:10.92","4:56.83"
"542","30.87","50.33","1:10.99","1:34.26","2:10.99","4:57.00"
"541","30.89","50.35","1:11.03","1:34.31","2:11.07","4:57.17"
"540","30.90","50.38","1:11.07","1:34.37","2:11.14","4:57.34"
"539","30.92","50.41","1:11.11","1:34.42","2:11.21","4:57.52"
"538","30.94","50.43","1:11.14","1:34.47","2:11.29","4:57.69"
"537","30.95","50.46","1:11.18","1:34.52","2:11.36","4:57.86"
"536","30.97","50.49","1:11.22","1:34.57","2:11.44","4:58.04"
"535","30.98","50.51","1:11.26","1:34.63","2:11.52","4:58.21"
"534","31.00","50.54","1:11.30","1:34.68","2:11.59","4:58.38"
"533","31.01","50.57","1:11.34","1:34.73","2:11.67","4:58.56"
"532","31.03","50.59","1:11.37","1:34.78","2:11.74","4:58.73"
"531","31.04","50.62","1:11.41","1:34.84","2:11.82","4:58.91"
"530","31.06","50.65","1:11.45","1:34.89","2:11.89","4:59.08"
"529","31.07","50.67","1:11.49","1:34.94","2:11.97","4:59.25"
"528","31.09","50.70","1:11.53","1:34.99","2:12.04","4:59.43"
"527","31.11","50.73","1:11.56","1:35.05","2:12.12","4:59.60"
"526","31.12","50.75","1:11.60","1:35.10","2:12.20","4:59.78"
"525","31.14","50.78","1:11.64","1:35.15","2:12.27","4:59.95"
"524","31.15","50.81","1:11.68","1:35.20","2:12.35","5:00.13"
"523","31.17","50.83","1:11.72","1:35.26","2:12.42","5:00.31"
"522","31.18","50.86","1:11.76","1:35.31","2:12.50","5:00.48"
"521","31.20","50.89","1:11.80","1:35.36","2:12.58","5:00.66"
"520","31.22","50.92","1:11.83","1:35.41","2:12.65","5:00.83"
"519","31.23","50.94","1:11.87","1:35.47","2:12.73","5:01.01"
"518","31.25","50.97","1:11.91","1:35.52","2:12.80","5:01.19"
"517","31.26","51.00","1:11.95","1:35.57","2:12.88","5:01.36"
"516","31.28","51.02","1:11.99","1:35.63","2:12.96","5:01.54"
"515","31.29","51.05","1:12.03","1:35.68","2:13.03","5:01.72"
"514","31.31","51.08","1:12.07","1:35.73","2:13.11","5:01.89"
"513","31.33","51.10","1:12.11","1:35.79","2:13.19","5:02.07"
"512","31.34","51.13","1:12.14","1:35.84","2:13.26","5:02.25"
"511","31.36","51.16","1:12.18","1:35.89","2:13.34","5:02.42"
"510","31.37","51.19","1:12.22","1:35.95","2:13.42","5:02.60"
"509","31.39","51.21","1:12.26","1:36.00","2:13.50","5:02.78"
"508","31.40","51.24","1:12.30","1:36.05","2:13.57","5:02.96"
"507","31.42","51.27","1:12.34","1:36.11","2:13.65","5:03.14"
"506","31.44","51.30","1:12.38","1:36.16","2:13.73","5:03.32"
"505","31.45","51.32","1:12.42","1:36.21","2:13.80","5:03.49"
"504","31.47","51.35","1:12.46","1:36.27","2:13.88","5:03.67"
"503","31.48","51.38","1:12.50","1:36.32","2:13.96","5:03.85"
"502","31.50","51.41","1:12.54","1:36.38","2:14.04","5:04.03"
"501","31.52","51.43","1:12.57","1:36.43","2:14.11","5:04.21"
"500","31.53","51.46","1:12.61","1:36.48","2:14.19","5:04.39"
"499","31.55","51.49","1:12.65","1:36.54","2:14.27","5:04.57"
"498","31.56","51.52","1:12.69","1:36.59","2:14.35","5:04.75"
"497","31.58","51.54","1:12.73","1:36.65","2:14.43","5:04.93"
"496","31.60","51.57","1:12.77","1:36.70","2:14.50","5:05.11"
"495","31.61","51.60","1:12.81","1:36.76","2:14.58","5:05.29"
"494","31.63","51.63","1:12.85","1:36.81","2:14.66","5:05.47"
"493","31.64","51.65","1:12.89","1:36.86","2:14.74","5:05.65"
"492","31.66","51.68","1:12.93","1:36.92","2:14.82","5:05.83"
"491","31.68","51.71","1:12.97","1:36.97","2:14.90","5:06.01"
"490","31.69","51.74","1:13.01","1:37.03","2:14.97","5:06.19"
"489","31.71","51.77","1:13.05","1:37.08","2:15.05","5:06.38"
"488","31.72","51.79","1:13.09","1:37.14","2:15.13","5:06.56"
"487","31.74","51.82","1:13.13","1:37.19","2:15.21","5:06.74"
"486","31.76","51.85","1:13.17","1:37.25","2:15.29","5:06.92"
"485","31.77","51.88","1:13.21","1:37.30","2:15.37","5:07.10"
"484","31.79","51.90","1:13.25","1:37.36","2:15.45","5:07.29"
"483","31.80","51.93","1:13.29","1:37.41","2:15.53","5:07.47"
"482","31.82","51.96","1:13.33","1:37.47","2:15.61","5:07.65"
"481","31.84","51.99","1:13.37","1:37.52","2:15.68","5:07.84"
"480","31.85","52.02","1:13.41","1:37.58","2:15.76","5:08.02"
"479","31.87","52.04","1:13.45","1:37.63","2:15.84","5:08.20"
"478","31.89","52.07","1:13.49","1:37.69","2:15.92","5:08.39"
"477","31.90","52.10","1:13.53","1:37.74","2:16.00","5:08.57"
"476","31.92","52.13","1:13.57","1:37.80","2:16.08","5:08.75"
"475","31.94","52.16","1:13.61","1:37.85","2:16.16","5:08.94"
"474","31.95","52.19","1:13.65","1:37.91","2:16.24","5:09.12"
"473","31.97","52.21","1:13.69","1:37.96","2:16.32","5:09.31"
"472","31.98","52.24","1:13.73","1:38.02","2:16.40","5:09.49"
"471","32.00","52.27","1:13.77","1:38.07","2:16.48","5:09.68"
"470","32.02","52.30","1:13.81","1:38.13","2:16.56","5:09.86"
"469","32.03","52.33","1:13.85","1:38.19","2:16.64","5:10.05"
"468","32.05","52.36","1:13.89","1:38.24","2:16.72","5:10.23"
"467","32.07","52.38","1:13.94","1:38.30","2:16.80","5:10.42"
"466","32.08","52.41","1:13.98","1:38.35","2:16.88","5:10.60"
"465","32.10","52.44","1:14.02","1:38.41","2:16.96","5:10.79"
"464","32.12","52.47","1:14.06","1:38.47","2:17.05","5:10.98"
"463","32.13","52.50","1:14.10","1:38.52","2:17.13","5:11.16"
"462","32.15","52.53","1:14.14","1:38.58","2:17.21","5:11.35"
"461","32.17","52.56","1:14.18","1:38.63","2:17.29","5:11.54"
"460","32.18","52.58","1:14.22","1:38.69","2:17.37","5:11.72"
"459","32.20","52.61","1:14.26","1:38.75","2:17.45","5:11.91"
"458","32.22","52.64","1:14.30","1:38.80","2:17.53","5:12.10"
"457","32.23","52.67","1:14.35","1:38.86","2:17.61","5:12.29"
"456","32.25","52.70","1:14.39","1:38.92","2:17.69","5:12.47"
"455","32.27","52.73","1:14.43","1:38.97","2:17.78","5:12.66"
"454","32.28","52.76","1:14.47","1:39.03","2:17.86","5:12.85"
"453","32.30","52.79","1:14.51","1:39.09","2:17.94","5:13.04"
"452","32.32","52.82","1:14.55","1:39.14","2:18.02","5:13.23"
"451","32.33","52.84","1:14.59","1:39.20","2:18.10","5:13.42"
"450","32.35","52.87","1:14.63","1:39.26","2:18.18","5:13.61"
"449","32.37","52.90","1:14.68","1:39.31","2:18.27","5:13.80"
"448","32.38","52.93","1:14.72","1:39.37","2:18.35","5:13.99"
"447","32.40","52.96","1:14.76","1:39.43","2:18.43","5:14.18"
"446","32.42","52.99","1:14.80","1:39.48","2:18.51","5:14.37"
"445","32.43","53.02","1:14.84","1:39.54","2:18.60","5:14.56"
"444","32.45","53.05","1:14.88","1:39.60","2:18.68","5:14.75"
"443","32.47","53.08","1:14.93","1:39.66","2:18.76","5:14.94"
"442","32.49","53.11","1:14.97","1:39.71","2:18.84","5:15.13"
"441","32.50","53.14","1:15.01","1:39.77","2:18.93","5:15.32"
"440","32.52","53.17","1:15.05","1:39.83","2:19.01","5:15.51"
"439","32.54","53.19","1:15.09","1:39.89","2:19.09","5:15.70"
"438","32.55","53.22","1:15.14","1:39.94","2:19.18","5:15.89"
"437","32.57","53.25","1:15.18","1:40.00","2:19.26","5:16.09"
"436","32.59","53.28","1:15.22","1:40.06","2:19.34","5:16.28"
"435","32.60","53.31","1:15.26","1:40.12","2:19.43","5:16.47"
"434","32.62","53.34","1:15.31","1:40.18","2:19.51","5:16.66"
"433","32.64","53.37","1:15.35","1:40.23","2:19.59","5:16.86"
"432","32.66","53.40","1:15.39","1:40.29","2:19.68","5:17.05"
"431","32.67","53.43","1:15.43","1:40.35","2:19.76","5:17.24"
"430","32.69","53.46","1:15.47","1:40.41","2:19.84","5:17.44"
"429","32.71","53.49","1:15.52","1:40.47","2:19.93","5:17.63"
"428","32.73","53.52","1:15.56","1:40.52","2:20.01","5:17.82"
"427","32.74","53.55","1:15.60","1:40.58","2:20.10","5:18.02"
"426","32.76","53.58","1:15.64","1:40.64","2:20.18","5:18.21"
"425","32.78","53.61","1:15.69","1:40.70","2:20.26","5:18.41"
"424","32.79","53.64","1:15.73","1:40.76","2:20.35","5:18.60"
"423","32.81","53.67","1:15.77","1:40.82","2:20.43","5:18.80"
"422","32.83","53.70","1:15.82","1:40.88","2:20.52","5:18.99"
"421","32.85","53.73","1:15.86","1:40.93","2:20.60","5:19.19"
"420","32.86","53.76","1:15.90","1:40.99","2:20.69","5:19.38"
"419","32.88","53.79","1:15.94","1:41.05","2:20.77","5:19.58"
"418","32.90","53.82","1:15.99","1:41.11","2:20.86","5:19.78"
"417","32.92","53.85","1:16.03","1:41.17","2:20.94","5:19.97"
"416","32.93","53.88","1:16.07","1:41.23","2:21.03","5:20.17"
"415","32.95","53.91","1:16.12","1:41.29","2:21.11","5:20.37"
"414","32.97","53.94","1:16.16","1:41.35","2:21.20","5:20.56"
"413","32.99","53.97","1:16.20","1:41.41","2:21.28","5:20.76"
"412","33.00","54.00","1:16.25","1:41.47","2:21.37","5:20.96"
"411","33.02","54.03","1:16.29","1:41.53","2:21.46","5:21.16"
"410","33.04","54.06","1:16.33","1:41.59","2:21.54","5:21.36"
"409","33.06","54.09","1:16.38","1:41.65","2:21.63","5:21.55"
"408","33.07","54.12","1:16.42","1:41.71","2:21.71","5:21.75"
"407","33.09","54.15","1:16.46","1:41.77","2:21.80","5:21.95"
"406","33.11","54.18","1:16.51","1:41.83","2:21.89","5:22.15"
"405","33.13","54.21","1:16.55","1:41.89","2:21.97","5:22.35"
"404","33.15","54.24","1:16.60","1:41.95","2:22.06","5:22.55"
"403","33.16","54.28","1:16.64","1:42.01","2:22.15","5:22.75"
"402","33.18","54.31","1:16.68","1:42.07","2:22.23","5:22.95"
"401","33.20","54.34","1:16.73","1:42.13","2:22.32","5:23.15"
"400","33.22","54.37","1:16.77","1:42.19","2:22.41","5:23.35"
"399","33.23","54.40","1:16.82","1:42.25","2:22.49","5:23.55"
"398","33.25","54.43","1:16.86","1:42.31","2:22.58","5:23.75"
"397","33.27","54.46","1:16.90","1:42.37","2:22.67","5:23.95"
"396","33.29","54.49","1:16.95","1:42.43","2:22.75","5:24.16"
"395","33.31","54.52","1:16.99","1:42.49","2:22.84","5:24.36"
"394","33.32","54.55","1:17.04","1:42.55","2:22.93","5:24.56"
"393","33.34","54.58","1:17.08","1:42.61","2:23.02","5:24.76"
"392","33.36","54.61","1:17.13","1:42.67","2:23.11","5:24.97"
"391","33.38","54.65","1:17.17","1:42.73","2:23.19","5:25.17"
"390","33.40","54.68","1:17.21","1:42.79","2:23.28","5:25.37"
"389","33.41","54.71","1:17.26","1:42.86","2:23.37","5:25.58"
"388","33.43","54.74","1:17.30","1:42.92","2:23.46","5:25.78"
"387","33.45","54.77","1:17.35","1:42.98","2:23.55","5:25.98"
"386","33.47","54.80","1:17.39","1:43.04","2:23.63","5:26.19"
"385","33.49","54.83","1:17.44","1:43.10","2:23.72","5:26.39"
"384","33.51","54.86","1:17.48","1:43.16","2:23.81","5:26.60"
"383","33.52","54.90","1:17.53","1:43.22","2:23.90","5:26.80"
"382","33.54","54.93","1:17.57","1:43.29","2:23.99","5:27.01"
"381","33.56","54.96","1:17.62","1:43.35","2:24.08","5:27.21"
"380","33.58","54.99","1:17.66","1:43.41","2:24.17","5:27.42"
"379","33.60","55.02","1:17.71","1:43.47","2:24.26","5:27.62"
"378","33.61","55.05","1:17.75","1:43.53","2:24.35","5:27.83"
"377","33.63","55.09","1:17.80","1:43.60","2:24.44","5:28.04"
"376","33.65","55.12","1:17.84","1:43.66","2:24.53","5:28.24"
"375","33.67","55.15","1:17.89","1:43.72","2:24.62","5:28.45"
"374","33.69","55.18","1:17.94","1:43.78","2:24.71","5:28.66"
"373","33.71","55.21","1:17.98","1:43.85","2:24.80","5:28.87"
"372","33.73","55.24","1:18.03","1:43.91","2:24.89","5:29.08"
"371","33.74","55.28","1:18.07","1:43.97","2:24.98","5:29.28"
"370","33.76","55.31","1:18.12","1:44.03","2:25.07","5:29.49"
"369","33.78","55.34","1:18.16","1:44.10","2:25.16","5:29.70"
"368","33.80","55.37","1:18.21","1:44.16","2:25.25","5:29.91"
"367","33.82","55.41","1:18.26","1:44.22","2:25.34","5:30.12"
"366","33.84","55.44","1:18.30","1:44.29","2:25.43","5:30.33"
"365","33.86","55.47","1:18.35","1:44.35","2:25.52","5:30.54"
"364","33.87","55.50","1:18.39","1:44.41","2:25.61","5:30.75"
"363","33.89","55.53","1:18.44","1:44.47","2:25.70","5:30.96"
"362","33.91","55.57","1:18.49","1:44.54","2:25.79","5:31.17"
"361","33.93","55.60","1:18.53","1:44.60","2:25.89","5:31.38"
"360","33.95","55.63","1:18.58","1:44.67","2:25.98","5:31.59"
"359","33.97","55.66","1:18.63","1:44.73","2:26.07","5:31.81"
"358","33.99","55.70","1:18.67","1:44.79","2:26.16","5:32.02"
"357","34.01","55.73","1:18.72","1:44.86","2:26.25","5:32.23"
"356","34.02","55.76","1:18.77","1:44.92","2:26.34","5:32.44"
"355","34.04","55.79","1:18.81","1:44.98","2:26.44","5:32.66"
"354","34.06","55.83","1:18.86","1:45.05","2:26.53","5:32.87"
"353","34.08","55.86","1:18.91","1:45.11","2:26.62","5:33.08"
"352","34.10","55.89","1:18.95","1:45.18","2:26.71","5:33.30"
"351","34.12","55.93","1:19.00","1:45.24","2:26.81","5:33.51"
"350","34.14","55.96","1:19.05","1:45.31","2:26.90","5:33.73"
"349","34.16","55.99","1:19.09","1:45.37","2:26.99","5:33.94"
"348","34.18","56.02","1:19.14","1:45.44","2:27.09","5:34.16"
"347","34.20","56.06","1:19.19","1:45.50","2:27.18","5:34.37"
"346","34.22","56.09","1:19.24","1:45.57","2:27.27","5:34.59"
"345","34.23","56.12","1:19.28","1:45.63","2:27.37","5:34.80"
"344","34.25","56.16","1:19.33","1:45.70","2:27.46","5:35.02"
"343","34.27","56.19","1:19.38","1:45.76","2:27.55","5:35.24"
"342","34.29","56.22","1:19.43","1:45.83","2:27.65","5:35.45"
"341","34.31","56.26","1:19.47","1:45.89","2:27.74","5:35.67"
"340","34.33","56.29","1:19.52","1:45.96","2:27.84","5:35.89"
"339","34.35","56.32","1:19.57","1:46.02","2:27.93","5:36.11"
"338","34.37","56.36","1:19.62","1:46.09","2:28.03","5:36.32"
"337","34.39","56.39","1:19.66","1:46.15","2:28.12","5:36.54"
"336","34.41","56.42","1:19.71","1:46.22","2:28.22","5:36.76"
"335","34.43","56.46","1:19.76","1:46.29","2:28.31","5:36.98"
"334","34.45","56.49","1:19.81","1:46.35","2:28.41","5:37.20"
"333","34.47","56.52","1:19.86","1:46.42","2:28.50","5:37.42"
"332","34.49","56.56","1:19.90","1:46.48","2:28.60","5:37.64"
"331","34.51","56.59","1:19.95","1:46.55","2:28.69","5:37.86"
"330","34.53","56.63","1:20.00","1:46.62","2:28.79","5:38.08"
"329","34.55","56.66","1:20.05","1:46.68","2:28.88","5:38.30"
"328","34.57","56.69","1:20.10","1:46.75","2:28.98","5:38.53"
"327","34.59","56.73","1:20.15","1:46.82","2:29.08","5:38.75"
"326","34.60","56.76","1:20.20","1:46.88","2:29.17","5:38.97"
"325","34.62","56.80","1:20.24","1:46.95","2:29.27","5:39.19"
"324","34.64","56.83","1:20.29","1:47.02","2:29.36","5:39.42"
"323","34.66","56.86","1:20.34","1:47.08","2:29.46","5:39.64"
"322","34.68","56.90","1:20.39","1:47.15","2:29.56","5:39.86"
"321","34.70","56.93","1:20.44","1:47.22","2:29.66","5:40.09"
"320","34.72","56.97","1:20.49","1:47.29","2:29.75","5:40.31"
"319","34.74","57.00","1:20.54","1:47.35","2:29.85","5:40.54"
"318","34.76","57.04","1:20.59","1:47.42","2:29.95","5:40.76"
"317","34.78","57.07","1:20.64","1:47.49","2:30.05","5:40.99"
"316","34.80","57.11","1:20.69","1:47.56","2:30.14","5:41.21"
"315","34.82","57.14","1:20.74","1:47.63","2:30.24","5:41.44"
"314","34.84","57.17","1:20.79","1:47.69","2:30.34","5:41.66"
"313","34.86","57.21","1:20.84","1:47.76","2:30.44","5:41.89"
"312","34.88","57.24","1:20.89","1:47.83","2:30.54","5:42.12"
"311","34.90","57.28","1:20.94","1:47.90","2:30.63","5:42.35"
"310","34.93","57.31","1:20.99","1:47.97","2:30.73","5:42.57"
"309","34.95","57.35","1:21.04","1:48.04","2:30.83","5:42.80"
"308","34.97","57.38","1:21.09","1:48.10","2:30.93","5:43.03"
"307","34.99","57.42","1:21.14","1:48.17","2:31.03","5:43.26"
"306","35.01","57.45","1:21.19","1:48.24","2:31.13","5:43.49"
"305","35.03","57.49","1:21.24","1:48.31","2:31.23","5:43.72"
"304","35.05","57.53","1:21.29","1:48.38","2:31.33","5:43.95"
"303","35.07","57.56","1:21.34","1:48.45","2:31.43","5:44.18"
"302","35.09","57.60","1:21.39","1:48.52","2:31.53","5:44.41"
"301","35.11","57.63","1:21.44","1:48.59","2:31.63","5:44.64"
"300","35.13","57.67","1:21.49","1:48.66","2:31.73","5:44.87"
"299","35.15","57.70","1:21.54","1:48.73","2:31.83","5:45.11"
"298","35.17","57.74","1:21.59","1:48.80","2:31.93","5:45.34"
"297","35.19","57.77","1:21.64","1:48.87","2:32.03","5:45.57"
"296","35.21","57.81","1:21.69","1:48.94","2:32.13","5:45.80"
"295","35.23","57.85","1:21.75","1:49.01","2:32.23","5:46.04"
"294","35.25","57.88","1:21.80","1:49.08","2:32.33","5:46.27"
"293","35.27","57.92","1:21.85","1:49.15","2:32.44","5:46.51"
"292","35.30","57.95","1:21.90","1:49.22","2:32.54","5:46.74"
"291","35.32","57.99","1:21.95","1:49.29","2:32.64","5:46.98"
"290","35.34","58.03","1:22.00","1:49.36","2:32.74","5:47.21"
"289","35.36","58.06","1:22.06","1:49.43","2:32.84","5:47.45"
"288","35.38","58.10","1:22.11","1:49.50","2:32.95","5:47.68"
"287","35.40","58.13","1:22.16","1:49.58","2:33.05","5:47.92"
"286","35.42","58.17","1:22.21","1:49.65","2:33.15","5:48.16"
"285","35.44","58.21","1:22.26","1:49.72","2:33.26","5:48.40"
"284","35.46","58.24","1:22.32","1:49.79","2:33.36","5:48.63"
"283","35.48","58.28","1:22.37","1:49.86","2:33.46","5:48.87"
"282","35.51","58.32","1:22.42","1:49.93","2:33.57","5:49.11"
"281","35.53","58.35","1:22.47","1:50.01","2:33.67","5:49.35"
"280","35.55","58.39","1:22.52","1:50.08","2:33.77","5:49.59"
"279","35.57","58.43","1:22.58","1:50.15","2:33.88","5:49.83"
"278","35.59","58.46","1:22.63","1:50.22","2:33.98","5:50.07"
"277","35.61","58.50","1:22.68","1:50.29","2:34.09","5:50.31"
"276","35.63","58.54","1:22.74","1:50.37","2:34.19","5:50.55"
"275","35.66","58.57","1:22.79","1:50.44","2:34.29","5:50.80"
"274","35.68","58.61","1:22.84","1:50.51","2:34.40","5:51.04"
"273","35.70","58.65","1:22.90","1:50.59","2:34.51","5:51.28"
"272","35.72","58.69","1:22.95","1:50.66","2:34.61","5:51.52"
"271","35.74","58.72","1:23.00","1:50.73","2:34.72","5:51.77"
"270","35.76","58.76","1:23.06","1:50.81","2:34.82","5:52.01"
"269","35.79","58.80","1:23.11","1:50.88","2:34.93","5:52.26"
"268","35.81","58.84","1:23.16","1:50.95","2:35.03","5:52.50"
"267","35.83","58.87","1:23.22","1:51.03","2:35.14","5:52.75"
"266","35.85","58.91","1:23.27","1:51.10","2:35.25","5:52.99"
"265","35.87","58.95","1:23.33","1:51.17","2:35.35","5:53.24"
"264","35.90","58.99","1:23.38","1:51.25","2:35.46","5:53.49"
"263","35.92","59.03","1:23.43","1:51.32","2:35.57","5:53.73"
"262","35.94","59.06","1:23.49","1:51.40","2:35.68","5:53.98"
"261","35.96","59.10","1:23.54","1:51.47","2:35.78","5:54.23"
"260","35.98","59.14","1:23.60","1:51.55","2:35.89","5:54.48"
"259","36.01","59.18","1:23.65","1:51.62","2:36.00","5:54.73"
"258","36.03","59.22","1:23.71","1:51.70","2:36.11","5:54.98"
"257","36.05","59.25","1:23.76","1:51.77","2:36.22","5:55.23"
"256","36.07","59.29","1:23.82","1:51.85","2:36.32","5:55.48"
"255","36.09","59.33","1:23.87","1:51.92","2:36.43","5:55.73"
"254","36.12","59.37","1:23.93","1:52.00","2:36.54","5:55.98"
"253","36.14","59.41","1:23.98","1:52.08","2:36.65","5:56.24"
"252","36.16","59.45","1:24.04","1:52.15","2:36.76","5:56.49"
"251","36.18","59.49","1:24.09","1:52.23","2:36.87","5:56.74"
"250","36.21","59.53","1:24.15","1:52.30","2:36.98","5:56.99"
"249","36.23","59.56","1:24.20","1:52.38","2:37.09","5:57.25"
"248","36.25","59.60","1:24.26","1:52.46","2:37.20","5:57.50"
"247","36.27","59.64","1:24.32","1:52.53","2:37.31","5:57.76"
"246","36.30","59.68","1:24.37","1:52.61","2:37.42","5:58.01"
"245","36.32","59.72","1:24.43","1:52.69","2:37.53","5:58.27"
"244","36.34","59.76","1:24.48","1:52.76","2:37.64","5:58.53"
"243","36.37","59.80","1:24.54","1:52.84","2:37.76","5:58.79"
"242","36.39","59.84","1:24.60","1:52.92","2:37.87","5:59.04"
"241","36.41","59.88","1:24.65","1:53.00","2:37.98","5:59.30"
"240","36.43","59.92","1:24.71","1:53.08","2:38.09","5:59.56"
"239","36.46","59.96","1:24.77","1:53.15","2:38.20","5:59.82"
"238","36.48","1:00.00","1:24.82","1:53.23","2:38.32","6:00.08"
"237","36.50","1:00.04","1:24.88","1:53.31","2:38.43","6:00.34"
"236","36.53","1:00.08","1:24.94","1:53.39","2:38.54","6:00.60"
"235","36.55","1:00.12","1:25.00","1:53.47","2:38.66","6:00.86"
"234","36.57","1:00.16","1:25.05","1:53.55","2:38.77","6:01.13"
"233","36.60","1:00.20","1:25.11","1:53.63","2:38.88","6:01.39"
"232","36.62","1:00.24","1:25.17","1:53.70","2:39.00","6:01.65"
"231","36.64","1:00.28","1:25.23","1:53.78","2:39.11","6:01.92"
"230","36.67","1:00.32","1:25.29","1:53.86","2:39.23","6:02.18"
"229","36.69","1:00.36","1:25.34","1:53.94","2:39.34","6:02.45"
