"Points","HJ","PV","LJ","TJ","SP","DT","HT","JT","Decathlon"
"69","-","-","-","6.22","2.15","5.37","6.01","6.50","843"
"68","-","1.43","2.85","6.21","2.13","5.31","5.94","6.43","836"
"67","-","-","-","6.20","2.11","5.26","5.88","6.36","829"
"66","-","1.42","2.84","6.19","2.10","5.20","5.81","6.28","822"
"65","-","-","-","6.18","2.08","5.15","5.74","6.21","814"
"64","0.99","-","2.83","6.17","2.06","5.09","5.68","6.14","807"
"63","-","1.41","-","6.16","2.05","5.03","5.61","6.07","800"
"62","-","-","2.82","6.15","2.03","4.98","5.54","5.99","793"
"61","-","1.40","-","6.14","2.01","4.92","5.48","5.92","786"
"60","-","-","2.81","6.13","1.99","4.87","5.41","5.85","779"
"59","-","-","-","6.12","1.98","4.81","5.34","5.78","772"
"58","-","1.39","2.80","6.11","1.96","4.76","5.28","5.71","765"
"57","-","-","-","6.10","1.94","4.70","5.21","5.63","758"
"56","0.98","1.38","2.79","6.09","1.93","4.64","5.14","5.56","750"
"55","-","-","-","6.08","1.91","4.59","5.08","5.49","743"
"54","-","-","2.78","6.07","1.89","4.53","5.01","5.42","736"
"53","-","1.37","-","6.06","1.87","4.48","4.94","5.35","729"
"52","-","-","2.77","6.05","1.86","4.42","4.88","5.27","722"
"51","-","1.36","-","6.04","1.84","4.37","4.81","5.20","715"
"50","-","-","2.76","6.03","1.82","4.31","4.74","5.13","708"
"49","-","-","-","6.02","1.80","4.25","4.68","5.06","701"
"48","0.97","1.35","2.75","6.01","1.79","4.20","4.61","4.99","694"
"47","-","-","-","6.00","1.77","4.14","4.54","4.91","686"
"46","-","1.34","2.74","5.99","1.75","4.09","4.48","4.84","679"
"45","-","-","-","5.98","1.74","4.03","4.41","4.77","672"
"44","-","-","2.73","5.96","1.72","3.98","4.34","4.70","665"
"43","-","1.33","-","5.95","1.70","3.92","4.28","4.62","658"
"42","-","-","2.72","5.94","1.68","3.86","4.21","4.55","651"
"41","-","1.32","-","5.93","1.67","3.81","4.14","4.48","644"
"40","0.96","-","2.71","5.92","1.65","3.75","4.08","4.41","637"
"39","-","1.31","-","5.91","1.63","3.70","4.01","4.34","629"
"38","-","-","2.70","5.90","1.62","3.64","3.94","4.26","622"
"37","-","-","2.69","5.89","1.60","3.58","3.88","4.19","615"
"36","-","1.30","-","5.88","1.58","3.53","3.81","4.12","608"
"35","-","-","2.68","5.87","1.56","3.47","3.74","4.05","601"
"34","-","1.29","-","5.86","1.55","3.42","3.67","3.98","594"
"33","-","-","2.67","5.85","1.53","3.36","3.61","3.90","587"
"32","0.95","-","-","5.84","1.51","3.31","3.54","3.83","580"
"31","-","1.28","2.66","5.83","1.50","3.25","3.47","3.76","572"
"30","-","-","-","5.82","1.48","3.19","3.41","3.69","565"
"29","-","1.27","2.65","5.81","1.46","3.14","3.34","3.61","558"
"28","-","-","-","5.80","1.44","3.08","3.27","3.54","551"
"27","-","-","2.64","5.79","1.43","3.03","3.21","3.47","544"
"26","-","1.26","-","5.78","1.41","2.97","3.14","3.40","537"
"25","-","-","2.63","5.77","1.39","2.91","3.07","3.33","530"
"24","0.94","1.25","-","5.76","1.37","2.86","3.01","3.25","522"
"23","-","-","2.62","5.75","1.36","2.80","2.94","3.18","515"
"22","-","-","-","5.74","1.34","2.75","2.87","3.11","508"
"21","-","1.24","2.61","5.73","1.32","2.69","2.81","3.04","501"
"20","-","-","-","5.72","1.31","2.64","2.74","2.97","494"
"19","-","1.23","2.60","5.71","1.29","2.58","2.67","2.89","487"
"18","-","-","-","5.70","1.27","2.52","2.61","2.82","480"
"17","-","-","2.59","5.68","1.25","2.47","2.54","2.75","472"
"16","0.93","1.22","-","5.67","1.24","2.41","2.47","2.68","465"
"15","-","-","2.58","5.66","1.22","2.36","2.41","2.60","458"
"14","-","1.21","-","5.65","1.20","2.30","2.34","2.53","451"
"13","-","-","2.57","5.64","1.19","2.24","2.27","2.46","444"
"12","-","-","-","5.63","1.17","2.19","2.21","2.39","437"
"11","-","1.20","2.56","5.62","1.15","2.13","2.14","2.32","430"
"10","-","-","-","5.61","1.13","2.08","2.07","2.24","423"
"9","-","1.19","2.55","5.60","1.12","2.02","2.01","2.17","415"
"8","0.92","-","-","5.59","1.10","1.97","1.94","2.10","408"
"7","-","-","2.54","5.58","1.08","1.91","1.87","2.03","401"
"6","-","1.18","-","5.57","1.07","1.85","1.81","1.95","394"
"5","-","-","2.53","5.56","1.05","1.80","1.74","1.88","387"
"4","-","1.17","-","5.55","1.03","1.74","1.67","1.81","380"
"3","-","-","2.52","5.54","1.01","1.69","1.61","1.74","372"
"2","-","-","-","5.53","1.00","1.63","1.54","1.67","365"
"1","-","1.16","2.51","5.52","0.98","1.57","1.47","1.59","358"
