"Points","200m","300m","400m","500m","4x200m","4x400m"
"130","30.92","49.50","1:09.08","1:30.83","2:03.58","4:48.43"
"129","30.94","49.54","1:09.13","1:30.88","2:03.66","4:48.63"
"128","30.96","49.57","1:09.17","1:30.94","2:03.74","4:48.83"
"127","30.98","49.60","1:09.22","1:31.00","2:03.82","4:49.03"
"126","31.00","49.64","1:09.26","1:31.06","2:03.90","4:49.23"
"125","31.01","49.67","1:09.31","1:31.12","2:03.98","4:49.44"
"124","31.03","49.70","1:09.35","1:31.18","2:04.06","4:49.64"
"123","31.05","49.74","1:09.40","1:31.24","2:04.14","4:49.84"
"122","31.08","49.77","1:09.44","1:31.30","2:04.22","4:50.05"
"121","31.10","49.80","1:09.49","1:31.36","2:04.30","4:50.25"
"120","31.12","49.84","1:09.53","1:31.42","2:04.38","4:50.46"
"119","31.14","49.87","1:09.58","1:31.48","2:04.47","4:50.66"
"118","31.16","49.91","1:09.63","1:31.54","2:04.55","4:50.87"
"117","31.18","49.94","1:09.67","1:31.60","2:04.63","4:51.08"
"116","31.20","49.97","1:09.72","1:31.67","2:04.71","4:51.29"
"115","31.22","50.01","1:09.77","1:31.73","2:04.80","4:51.50"
"114","31.24","50.04","1:09.82","1:31.79","2:04.88","4:51.71"
"113","31.26","50.08","1:09.86","1:31.85","2:04.96","4:51.92"
"112","31.28","50.11","1:09.91","1:31.92","2:05.05","4:52.14"
"111","31.30","50.15","1:09.96","1:31.98","2:05.13","4:52.35"
"110","31.32","50.18","1:10.01","1:32.04","2:05.22","4:52.57"
"109","31.34","50.22","1:10.05","1:32.11","2:05.30","4:52.78"
"108","31.37","50.26","1:10.10","1:32.17","2:05.39","4:53.00"
"107","31.39","50.29","1:10.15","1:32.23","2:05.48","4:53.22"
"106","31.41","50.33","1:10.20","1:32.30","2:05.56","4:53.44"
"105","31.43","50.36","1:10.25","1:32.36","2:05.65","4:53.66"
"104","31.45","50.40","1:10.30","1:32.43","2:05.74","4:53.88"
"103","31.47","50.44","1:10.35","1:32.49","2:05.83","4:54.10"
"102","31.50","50.47","1:10.40","1:32.56","2:05.91","4:54.32"
"101","31.52","50.51","1:10.45","1:32.62","2:06.00","4:54.55"
"100","31.54","50.55","1:10.50","1:32.69","2:06.09","4:54.77"
"99","31.56","50.58","1:10.55","1:32.76","2:06.18","4:55.00"
"98","31.59","50.62","1:10.60","1:32.82","2:06.27","4:55.23"
"97","31.61","50.66","1:10.65","1:32.89","2:06.36","4:55.46"
"96","31.63","50.70","1:10.70","1:32.96","2:06.45","4:55.69"
"95","31.65","50.74","1:10.75","1:33.03","2:06.55","4:55.92"
"94","31.68","50.77","1:10.81","1:33.10","2:06.64","4:56.15"
"93","31.70","50.81","1:10.86","1:33.17","2:06.73","4:56.38"
"92","31.72","50.85","1:10.91","1:33.23","2:06.82","4:56.62"
"91","31.75","50.89","1:10.96","1:33.30","2:06.92","4:56.86"
"90","31.77","50.93","1:11.02","1:33.37","2:07.01","4:57.09"
"89","31.79","50.97","1:11.07","1:33.44","2:07.11","4:57.33"
"88","31.82","51.01","1:11.12","1:33.51","2:07.20","4:57.57"
"87","31.84","51.05","1:11.18","1:33.59","2:07.30","4:57.82"
"86","31.86","51.09","1:11.23","1:33.66","2:07.39","4:58.06"
"85","31.89","51.13","1:11.29","1:33.73","2:07.49","4:58.30"
"84","31.91","51.17","1:11.34","1:33.80","2:07.59","4:58.55"
"83","31.94","51.21","1:11.40","1:33.87","2:07.68","4:58.80"
"82","31.96","51.25","1:11.45","1:33.95","2:07.78","4:59.05"
"81","31.99","51.29","1:11.51","1:34.02","2:07.88","4:59.30"
"80","32.01","51.33","1:11.56","1:34.10","2:07.98","4:59.55"
"79","32.04","51.38","1:11.62","1:34.17","2:08.08","4:59.80"
"78","32.06","51.42","1:11.68","1:34.25","2:08.18","5:00.06"
"77","32.09","51.46","1:11.74","1:34.32","2:08.29","5:00.31"
"76","32.11","51.50","1:11.79","1:34.40","2:08.39","5:00.57"
"75","32.14","51.55","1:11.85","1:34.47","2:08.49","5:00.83"
"74","32.16","51.59","1:11.91","1:34.55","2:08.59","5:01.09"
"73","32.19","51.63","1:11.97","1:34.63","2:08.70","5:01.36"
"72","32.22","51.68","1:12.03","1:34.71","2:08.80","5:01.62"
"71","32.24","51.72","1:12.09","1:34.79","2:08.91","5:01.89"
"70","32.27","51.76","1:12.15","1:34.86","2:09.02","5:02.16"
"69","32.29","51.81","1:12.21","1:34.94","2:09.12","5:02.43"
"68","32.32","51.85","1:12.27","1:35.02","2:09.23","5:02.70"
"67","32.35","51.90","1:12.33","1:35.11","2:09.34","5:02.98"
"66","32.38","51.94","1:12.39","1:35.19","2:09.45","5:03.26"
"65","32.40","51.99","1:12.46","1:35.27","2:09.56","5:03.54"
"64","32.43","52.04","1:12.52","1:35.35","2:09.67","5:03.82"
"63","32.46","52.08","1:12.58","1:35.44","2:09.79","5:04.10"
"62","32.49","52.13","1:12.65","1:35.52","2:09.90","5:04.39"
"61","32.52","52.18","1:12.71","1:35.60","2:10.01","5:04.68"
"60","32.54","52.23","1:12.77","1:35.69","2:10.13","5:04.97"
"59","32.57","52.27","1:12.84","1:35.78","2:10.24","5:05.26"
"58","32.60","52.32","1:12.91","1:35.86","2:10.36","5:05.56"
"57","32.63","52.37","1:12.97","1:35.95","2:10.48","5:05.85"
"56","32.66","52.42","1:13.04","1:36.04","2:10.60","5:06.15"
"55","32.69","52.47","1:13.11","1:36.13","2:10.72","5:06.46"
"54","32.72","52.52","1:13.18","1:36.22","2:10.84","5:06.76"
"53","32.75","52.57","1:13.24","1:36.31","2:10.96","5:07.07"
"52","32.78","52.62","1:13.31","1:36.40","2:11.09","5:07.39"
"51","32.81","52.68","1:13.38","1:36.49","2:11.21","5:07.70"
"50","32.85","52.73","1:13.46","1:36.59","2:11.34","5:08.02"
"49","32.88","52.78","1:13.53","1:36.68","2:11.46","5:08.34"
"48","32.91","52.84","1:13.60","1:36.78","2:11.59","5:08.66"
"47","32.94","52.89","1:13.67","1:36.87","2:11.72","5:08.99"
"46","32.97","52.94","1:13.75","1:36.97","2:11.85","5:09.32"
"45","33.01","53.00","1:13.82","1:37.07","2:11.99","5:09.66"
"44","33.04","53.05","1:13.90","1:37.17","2:12.12","5:10.00"
"43","33.07","53.11","1:13.97","1:37.27","2:12.26","5:10.34"
"42","33.11","53.17","1:14.05","1:37.37","2:12.39","5:10.69"
"41","33.14","53.23","1:14.13","1:37.48","2:12.53","5:11.04"
"40","33.18","53.28","1:14.21","1:37.58","2:12.67","5:11.39"
"39","33.21","53.34","1:14.29","1:37.69","2:12.81","5:11.75"
"38","33.25","53.40","1:14.37","1:37.79","2:12.96","5:12.12"
"37","33.29","53.46","1:14.45","1:37.90","2:13.11","5:12.49"
"36","33.32","53.53","1:14.54","1:38.01","2:13.25","5:12.86"
"35","33.36","53.59","1:14.62","1:38.12","2:13.40","5:13.24"
"34","33.40","53.65","1:14.71","1:38.24","2:13.56","5:13.63"
"33","33.44","53.72","1:14.80","1:38.35","2:13.71","5:14.02"
"32","33.48","53.78","1:14.88","1:38.47","2:13.87","5:14.41"
"31","33.51","53.85","1:14.97","1:38.59","2:14.03","5:14.82"
"30","33.56","53.92","1:15.06","1:38.71","2:14.19","5:15.23"
"29","33.60","53.98","1:15.16","1:38.83","2:14.35","5:15.64"
"28","33.64","54.05","1:15.25","1:38.96","2:14.52","5:16.07"
"27","33.68","54.13","1:15.35","1:39.08","2:14.69","5:16.50"
"26","33.72","54.20","1:15.45","1:39.21","2:14.87","5:16.94"
"25","33.77","54.27","1:15.55","1:39.34","2:15.04","5:17.38"
"24","33.81","54.35","1:15.65","1:39.48","2:15.22","5:17.84"
"23","33.86","54.42","1:15.75","1:39.61","2:15.41","5:18.31"
"22","33.91","54.50","1:15.86","1:39.75","2:15.60","5:18.78"
"21","33.95","54.58","1:15.97","1:39.90","2:15.79","5:19.27"
"20","34.00","54.66","1:16.08","1:40.05","2:15.99","5:19.77"
"19","34.05","54.75","1:16.19","1:40.20","2:16.19","5:20.28"
"18","34.11","54.84","1:16.31","1:40.35","2:16.40","5:20.81"
"17","34.16","54.92","1:16.43","1:40.51","2:16.61","5:21.35"
"16","34.21","55.02","1:16.56","1:40.67","2:16.83","5:21.91"
"15","34.27","55.11","1:16.68","1:40.84","2:17.06","5:22.48"
"14","34.33","55.21","1:16.82","1:41.02","2:17.30","5:23.07"
"13","34.39","55.31","1:16.95","1:41.20","2:17.54","5:23.69"
"12","34.45","55.42","1:17.10","1:41.39","2:17.79","5:24.33"
"11","34.52","55.52","1:17.25","1:41.58","2:18.06","5:25.00"
"10","34.59","55.64","1:17.40","1:41.79","2:18.33","5:25.69"
"9","34.66","55.76","1:17.57","1:42.00","2:18.62","5:26.43"
"8","34.74","55.89","1:17.74","1:42.23","2:18.93","5:27.20"
"7","34.82","56.02","1:17.92","1:42.48","2:19.26","5:28.03"
"6","34.90","56.17","1:18.12","1:42.74","2:19.61","5:28.92"
"5","35.00","56.33","1:18.34","1:43.02","2:19.99","5:29.88"
"4","35.10","56.51","1:18.58","1:43.33","2:20.41","5:30.95"
"3","35.22","56.71","1:18.85","1:43.69","2:20.89","5:32.16"
"2","35.37","56.94","1:19.17","1:44.11","2:21.46","5:33.60"
"1","35.55","57.25","1:19.59","1:44.66","2:22.20","5:35.47"
